01.009.04	O Indra, les chants viennent-d'être-déversés pour toi; ils se sont dressés à ton encontre,/ (eux toujours) insatisfaits, (vers toi) taureau, maître. 
01.009.05	Aiguillonne vers nos parages (ton) merveilleux bienfait, ô Indra, (bienfait) digne d'être élu!/ Que ton bienfait soit largement-présent, prévalent! 
01.009.06	Aiguillonne nous donc, en l'occurence, ô Indra, afin de (nous à recevoir) la richesse, (en sorte que nous soyons) dotés d'emportement (poétique),/ dotés de distinction, ô (dieu) à l'éclat vigoureux! 
01.009.07	O Indra, rassemble pour nous le renom puissant, fait de vaches, fait de prix-de-victoire, vaste,/ valant-pour toute durée-de-vie, inépuisable! 
01.009.08	Confère nous le renom puissant, l'éclat qui fait gagner mille (biens) par excellence,/ ô Indra, ces conforts-rituels (bien connus) portés sur les chars! 
01.009.09	(Nous autres,) chantant par des chants Indra, le maître en richesse de la richesse, le (dieu) digne-de-la-strophe,/ qui va vers l'offrande (humaine) afin d'aider (l'homme dévot)... 
01.009.10	Pressurage après pressurage, l'Étranger lui-même chante pour Indra, (dieu) familier (et) puissant,/ un hymne puissant. 
01.010.01	Te chantent les tenants de chants-rythmés, les tenants-de-louange chantent la louange,/ les porteurs-de-formule-sacrée t'ont soulevé comme une poutre-faîtière, ô (dieu) aux cent pouvoirs-rituels. 
01.010.02	Quand (le sacrificiant) fut monté de plateau (de montagne) en plateau (de montagne et qu')il eut vu le nombre (de choses restant) à faire,/ alors Indra remarque (son) projet: il se met en marche (comme) le sonnailler avec le troupeau. 
01.010.03	Attelle donc les deux alezans à crinières, (chevaux) mâles emplissant la sous-ventrière!/ Alors, ô Indra, ô buveur de soma, avance pour écouter nos chants! 
01.010.04	Viens aux corps-de-louange, retentis à (leur encontre), chante à (leur encontre), hurle!/ Et renforce, ô Vasu, notre formule-sacrée ainsi que (notre) sacrifice! 
01.010.05	L'hymne (est) à réciter (comme) renfort pour Indra, (dieu) aux nombreuses récompenses,/ en sorte que (ce dieu) puissant se plaise en nos pressurages et amitiés. 
01.010.06	C'est lui que nous prions pour l'amitié, lui pour la richesse, lui pour la possession d'hommes-forts;/ il (est) le puissant; qu'il exerce donc sa puissance pour nous, Indra, en répartissant la richesse! 
01.010.07	(L'enclos) qu'on ouvre heureusement, hors (duquel) on pousse (les vaches) heureusement – (c'est) la distinction (à l'adresse des humains) conférée par toi seul-,/ (cet) enclos à vaches, ouvre le, manifeste ton bienfait, ô maître-des-pierres-presseuses! 
01.010.08	Non, les deux Mondes ne t'ébranlent pas, quand tu grondes:/ conquiers les eaux accompagnées du soleil: secoue ensemble les vaches pour nous! 
01.010.09	O toi dont les oreilles sont écoutantes, écoute (notre) appel! Accepte donc mes chants!/ O Indra, ce corps-de-louange mien, fais (en sorte qu'il devienne) plus proche qu'un associé même! 
01.010.10	Car nous te savons (comme étant) le plus mâle (des dieux); écoutant l'appel pour les prix-de-victoire;/ nous invoquons du (dieu) très mâle l'aide qui fait gagner mille (biens) par excellence. 
01.010.11	O Indra, ô (dieu) de Kuśika, bois donc notre (soma) pressé, t'enivrant!/ Prolonge donc notre durée-de-vie (en sorte de nous en donner) une nouvelle, fais que le Prophète gagne mille (biens)! 
01.010.12	Que ces chants-ci t'entourent de toutes parts, ô (dieu) qui gagnes les chants (pour l'homme)!/ Que les croissances (qu'ils confèrent soient) con(formes) au (dieu) dont la force-vitale a crû; que les agréments (qu'ils procurent lui) soient agréables! 
01.011.01	Indra dont l'extension (est celle de) l'océan, tous les chants l'ont invigoré,/ lui le meilleur conducteur-de-char d'entre les conducteurs-de-char, le maître des prix-de-victoire (qui est) maître de l'étant. 
01.011.02	En ton amitié, ô Indra qui détiens les prix-de-victoire, puissions nous ne pas avoir peur, ô maître de la force!/ Nous faisons-puissamment-retentir-nos-cris vers toi qui vaincs, qui es invincible. 
01.011.03	Nombreuses (sont) les gratifications d'Indra; (ses) aides ne tarissent pas,/ quand il donne-généreusement aux laudateurs le bienfait d'un prix-de-victoire consistant en vaches.
01.011.04	Briseur de forteresses, Voyant juvénile, il est né (avec) une force incommensurable,/ Indra, le porteur de tout acte, (dieu) au foudre, maintes fois loué. 
01.011.05	C'est toi, ô maître des pierres-presseuses, qui découvris le trou de Vala détenteur des vaches;/ toi que les dieux assistèrent, pressés par le (dieu) sans peur. 
01.011.06	Moi, ô héros, je m'en suis retourné (chez moi) avec tes dons, m'adressant au fleuve./ Les bardes se tenaient à (mes) côtés, ô (dieu) qui gagnes les chants (pour l'homme), ils savent cette (générosité) de toi. 
01.011.07	Par des artifices, ô Indra, tu as évincé Śuṣṇa l'artificieux:/ les sages savent ceci de toi, exalte leurs renommées! 
01.011.08	Les corps-de-louange ont retenti vers Indra, qui domine par la force-formidable,/ lui de qui les dons (sont) mille ou même davantage. 
01.012.01	Nous élisons Agni pour messager, pour oblateur omniscient/ de ce sacrifice-ci, (oblateur) riche en pouvoir-spirituel.
01.012.02	(Les hommes) appellent Agni (et encore) Agni toujours par des appels, (Agni) le maître des tribus,/ le convoyeur d'offrandes, le (dieu) très aimé.
01.012.03	O Agni, convoie ici les dieux, toi qui es né pour (l'homme) ayant étendu la litière-rituelle!/ Tu es l'oblateur digne d'être invoqué par nous.
01.012.04	Éveille ces (dieux, en sorte qu'ils soient) consentants, quand, ô Agni, tu vas à la fonction de messager!/ Avec les dieux assieds-toi sur la litière-rituelle!
01.012.05	O toi qu'arrose le beurre-fondu, ô (dieu) brillant, consume donc les (êtres) nocifs,/ ô toi Agni, (consume) ceux qui ont un pouvoir-démoniaque!
01.012.06	On allume Agni à l'aide d'Agni, lui poète, maître de maison, jeune homme,/ convoyeur d'offrandes, qui (reçoit en sa) bouche (le contenu de) la cuiller-oblatoire.
01.012.07	Adresse la louange au poète Agni, de qui l'empire est réel, en vue du rite,/ (ce) dieu chassant au loin les maladies!
01.012.08	Le maître d'offrandes qui t'honore, ô Agni, (en ta qualité de) messager, ô dieu,/ deviens donc son auxiliaire! 
01.012.09	(L'homme) qui, ayant les offrandes, veut gagner à soi Agni pour l'invite aux dieux,/ sois lui gracieux, ô (Agni) clarifiant!
01.012.10	Tel (étant), ô clarifiant, ô brillant Agni, convoie ici les dieux/ vers notre sacrifice et oblation!
01.012.11	Tel (étant, une fois) loué d'un chant plus nouveau, apporte nous/ la richesse, la jouissance faite d'hommes d'élite!
01.012.12	O Agni, avec (ta) flamme brillante, avec tous les appels aux dieux (qui le signalent), apprécie ce corps-de-louange de nous!
01.013.01	(Une fois) bien Enflammé, convoie ici les dieux pour nous, ô Agni, pour l'(officiant) qui porte l'offrande,/ ô Oblateur, ô (dieu) clarifiant, et dis l'adorande!
01.013.02	(Rends) notre sacrifice riche en douce (substance), ô Tanūnapāt, (et) fais (en sorte que) chez les dieux,/ ô Poète, (on le) goûte aujourd'hui!
01.013.03	J'appelle vers ici Narāśaṃsa, (dieu) aimé, pour ce sacrifice-ci,/ (dieu) à la langue de miel, préparateur de l'offrande.
01.013.04	O Agni, sur le char le mieux roulant convoie ici les dieux, (une fois) Invoqué!/ Tu es l'Oblateur installé par Manuṣ.
01.013.05	Jonchez la Litière selon la séquence-rituelle, (ointe) de beurre sur le dos, ô (prêtres) doués de réflexion,/ là où (est) le moyen-de-voir l'immortel! 
01.013.06	Que s'ouvrent les Portes divines, invigorées par l'Ordre, intarissables (en leurs dons),/ afin qu'on sacrifie aujourd'hui et (dès) maintenant!
01.013.07	Nuit et Aurore bien parées, je les appelle vers (ici) pour ce sacrifice;/ qu'elles prennent place sur cette litière nôtre!
01.013.08	J'appelle vers (ici) les deux Oblateurs à la belle langue, les deux divins poètes:/ qu'ils sacrifient ce sacrifice nôtre!
01.013.09	Iḍā, Sarasvatī, Mahī, les trois Déesses bénéfiques,/ qu'elles prennent place sur la litière, elles qui écartent l'erreur!
01.013.10	J'appelle ici vers (moi) Tvaṣṭar, (dieu) qui marche en tête, (dieu) omniforme./ Qu'il soit à nous exclusiv(ement)!
01.013.11	Laisse aller, ô grand Arbre, ô dieu, l'offrande chez les dieux!/ Que soit en avant (cet arbre), moyen-de-se-signaler pour le donateur!
01.013.12	(En poussant le cri) Svāhā, faites un sacrifice pour Indra dans maison sacrifiant!/ C'est la que j'appelle vers (moi) les dieux.
01.014.01 	Viens, ô Agni, vers un don-d’hommage (consistant en) paroles, (viens) avec tous les dieux que voici,/ afin de boire le soma, (viens) et dis-la-yājyā!
01.014.02 	Les Kaṇva viennent de t’appeler ici: ils chantent, ô (dieu) inspiré, les poèmes (émanant) de toi./ Avec (tous) les dieux, ô Agni, arrive!
01.014.03 	(J’invoque) Indra-Vāyu, Br̥haspati, (Varuṇa-)Mitra, Agni, Pūṣaṇ, Bhaga,/ les Āditya, la cohorte mârutienne.
01.014.04 	Les jus (de soma) vous sont présentés (en cet instant), enivrants, facteurs d’ivresse,/ les gouttes de miel qui siègent dans la cuve. 
01.014.05 	T’invoquent les Kaṇva, qui aspirent à l’aide (divine), qui rabattent la jonchée (rituelle),/ qui, portant l’offrande, mettent en forme (les éléments du rite).
01.014.06 	(Les dieux) qui, le beurre-fondu (ruisselant) sur le dos, la pensée attelée, te véhiculent, eux les vecteurs,/ (ces) dieux, (je les amène) ici pour boire le soma.
01.014.07 	Ces (dieux) voués au sacrifice, invigurés par l’Ordre, fais (en sorte), ô Agni, (qu’ils viennent) avec les Épouses (divines)!/ Fais-les boire du miel, ô (dieu) à la bonne langue! 
01.014.08 	Eux qui sont voués au sacrif‌ice, digne d’être invoquée, que ce soient eux (, non d’autres,) qui boivent par ta langue, ô Agni, de (ce) miel, en énonçant (le cri rituel) vaṣaṭ!
01.014.09 	Que du domaine-lumineux du soleil, quel qu’il soit, l’oblateur inspiré véhicule ici/ tous les dieux, eux qui s’éveillent à l’aurore!
01.014.10 	Avec tous (les dieux), ô Agni, (bois) le miel consistant en soma, (spécialement) avec Indra, avec Vāyu,/ bois(-le) avec les institutions de (Varuṇa-)Mitra!
01.014.11 	En qualité d’Oblateur institué par l’Homme, ô Agni, tu sièges dans les sacrif‌ices./ Tel (étant donc), exécute pour nous le cursus-rituel que voici!
01.014.12 	A savoir, attelle au char les (juments) fauves, les alezanes, ô dieu, les rouges! / Avec elles véhicule ici les dieux!
01.016.01	Que te convoient ici les alezans pour boire le soma, toi le (dieu) mâle/ ô Indra, eux qui voient le soleil! 
01.016.02	Que les deux alezans convoient ici même Indra, vers ces grains-grillés ruisselant de beurre-fondu,/ sur le char le mieux roulant! 
01.016.03	C'est Indra que nous appelons au matin, Indra quand la cérémonie avance,/ Indra pour boire le soma. 
01.016.04	Viens vers notre (soma) pressé, ô Indra, avec les alezans à crinières!/ Car nous t'appelons pour le (soma) pressé. 
01.016.05	Tel (étant), viens vers ce corps-de-louange nôtre, vers ce pressurage (de soma) pressé!/ Bois comme un buffle assoiffé! 
01.016.06	Ces soma, (ces) jus pressés, (sont) sur la litière-sacrificielle:/ bois les, ô Indra, pour (obtenir) la force-dominante! 
01.016.07	Ce corps-de-louange (qui va) en tête (de tous autres), qu'il te touche au cœur, le très bénéfique!/ Alors, bois le soma pressé! 
01.016.08	Vers tout pressurage (de soma) pressé Indra va pour l'ivresse,/ lui briseur de résistances, pour boire le soma. 
01.016.09	Tel (étant), comble ce désir de nous par des vaches, par des chevaux, ô (dieu) aux cent pouvoirs-rituels!/ Nous voulons te louer, ayant de bonnes pensées. 
01.017.01	Je choisis une faveur, moi, (la demandant) aux deux souverains Indra-Varuṇa./ Qu'ils aient pitié d'un (homme) tel que nous! 
01.017.02	Car vous avez-coutume-de-venir pour (l') aider, à l'appel d'un orateur tel que moi,/ vous les mainteneurs des populations. 
01.017.03	Rassasiez-vous à votre gré, ô Indra-Varuṇa pour (nous donner) la richesse!/ C'est de vous que nous implorons (la richesse) de la manière la plus proche. 
01.017.04	Puissions-nous être (participants) à vos pouvoirs à vous deux, à vos bienveillances à vous deux,/ vous qui donnez les prix-de-victoire! 
01.017.05	Indra, Varuṇa, parmi (les dieux) qui donnent mille, qui sont dignes d'être loués,/ sont (des objets d') inspiration (réalisée-)-en-forme-d'hymnes. 
01.017.06	Avec l'aide de ces deux (divinités), puissions-nous gagner et mettre-de-côté,/ et qu'il y ait encore un surplus! 
01.017.07	O Indra-Varuṇa, je vous appelle, moi, pour (obtenir de vous) un bienfait signalé :/ faiLes donc de nous (des hommes) ayant eu la victoire! 
01.017.08	O Indra-Varuṇa, au moment même où les pensées-poétiques cherchent à vous gagner,/ procurez-nous à nous-mêmes la protection! 
01.017.09	Que la bonne louange vous atteigne en premiers, ô Indra-Varuṇa, elle que j'invoque,/ la louange partagée, en sorte que vous la fassiez réussir! 
01.018.01	Fais (en sorte que) le presseur de soma, qui fait tinter (les hymnes), ô Brahmaṇaspati,/ (soit aujourd'hui) Kakṣīvant, lequel (est) fils d'Uśij! 
01.018.02	Lui le riche, le destructeur de maladies, qui procure des biens, qui accroît la prospérité,/ qu'il s'attache à nos (pas), ce (dieu) puissant!
01.018.03	Que la parole-qualifiante de l'avare, (que) la fourberie d'un mortel, ne nous atteigne(nt) pas!/ Protège nous, ô Brahmaṇaspati! 
01.018.04	En vérité, l'homme-de-valeur ne subit pas de dommage, lui le mortel qu'Indra,/ Brahmaṇaspati, Soma, pousse(nt à agir). 
01.018.05	(Veuille) toi, ô Brahmaṇaspati, veuille(nt) Soma et Indra protéger (ce) mortel/ du malheur, (ainsi que) la Dakṣiṇā! 
01.018.06	Maître du siège (rituel, dieu) extraordinaire, cher (ami) d'Indra, digne d'être aimé,/ je l'ai abordé (pour obtenir) le gain (de) la sagesse. 
01.018.07	Lui sans lequel le sacrifice ne va pas au but, (fût-il celui) même d'un (homme) comprenant les paroles-inspirées,/ il promeut l'attelage des visions-poétiques. 
01.018.08	C'est lui qui fait-aboutir la fabrication de l'offrande, (qui) fait (en sorte que) le rite (aille droit) en avant:/ (ainsi) le sacrifice arrive chez les dieux. 
01.018.09	J'ai vu Narāśaṃsa, le (dieu) très hardi, le plus étendu (de tous),/ qui confère-généreusement un siège (à l'Homme,) comme (le siège même) du ciel. 
01.019.01	Vers ce-fameux sacrifice plaisant tu es appelé (de) loin, pour (qu'il soit sous ta) sauvegarde:/ viens avec les Marut, ô Agni! 
01.019.02	Non certes, ni un dieu ni un mortel ne (sont) au delà de ta force-délibérante, à toi grand./ Viens avec les Marut, ô Agni! 
01.019.03	(Les Marut) qui connaissent le grand espace, Tous les dieux à l'abri du dol, .../ Viens avec les Marut, ô Agni! 
01.019.04	(Ces dieux) formidables qui ont chanté le chant-sacré, qui par (leur) force-formidable sont hors d'atteinte, .../ Viens avec les Marut, ô Agni! 
01.019.05	Eux les beaux, à l'apparence terrifiante, à la bonne domination-séculière, eux qui soignent l'Étranger, .../ Viens avec les Marut, ô Agni! 
01.019.06	Eux qui siègent au dessus de la zone-lumineuse du firmament au ciel, (ces) dieux, .../ Viens avec les Marut, ô Agni! 
01.019.07	Eux qui balancent les montagnes, (passant eux-mêmes) par delà l'océan, le flot, .../ Viens avec les Marut, ô Agni! 
01.019.08	Eux qui tendent (l'espace) par les rayons (du soleil, passant eux-mêmes) par delà l'océan avec (leur) force-formidable, .../ Viens avec les Marut, ô Agni! 
01.019.09	Je répands pour toi le miel sômique pour que tu en boives le premier./ Viens avec les Marut, ô Agni! 
01.020.01	Voici un corps-de-louange à l'adresse de la gent divine, (qui) vient-d'être-fait par les orateurs-inspirés,/ avec (leur) bouche, (louange) qui confère les trésors mieux (que toute autre). 
01.020.02	(Les R̥bhu) qui pour Indra ont façonné avec un esprit (appliqué) les deux alezans attelés par la parole,/ ont grâce à leurs efforts atteint (le droit au) sacrifice. 
01.020.03	Ils façonnèrent pour les deux Nāsatya le char aisé (à conduire), qui circule tout autour (du monde);/ ils façonnèrent la vache-laitière qui se laisse traire éternellement. 
01.020.04	Les R̥bhu dont les formules-sacrales se réalisent, (ces dieux) à la pensée-droite, ont fait par leur travail/ (en sorte que les) deux parents (fussent) jeunes de nouveau. 
01.020.05	Vos ivresses (de soma) se sont conjointes à (celles d') Indra accompagné des Marut,/ et à (celles) des Āditya, les rois. 
01.020.06	Et la-célèbre coupe du dieu Tvaṣṭar, nouvelle(ment) fabriquée (par lui),/ vous l'avez refaite (en sorte qu'il y en eut) quatre. 
01.020.07	Tels (étant), conférez nous des trésors, trois fois des groupes-de-sept (trésors), pour le presseur-de-soma,/ un à un (comme prix) pour les bonnes récitations!
01.020.08	Conducteurs (du rite), ils s'assurèrent et obtinrent-comme-part, du fait de leur bonne activité,/ une portion sacrificielle parmi les dieux. 
01.021.01	J'appelle (pour qu'ils viennent) vers ici Indra et Agni: c'est pour ces deux (divinités que) nous voulons (composer) un corps-de-louange./ Ils (sont) les deux buveurs de soma, (buvant) le soma par excellence.
01.021.02	Ces deux (divinités), célébrez les au loin dans les sacrifices; ornez Indra et Agni, ô seigneurs!/ Chantez les dans les poèmes-en-gāyatrī!
01.021.03	Eux (qui sont aptes à procéder) au panégyrique de Mitra, Indra et Agni, ces deux (dieux), nous les appelons,/ (ces) buveurs de soma, pour boire le soma. 
01.021.04	Eux qui sont formidables, nous les appelons vers ce pressurage (de soma) pressé./ O Indra et Agni, venez ici!
