01.004.01	2	Принявшего прекрасный облик,
01.004.01	3	Как хорошо доимую корову – для доения.
01.004.02	1	Приди на наши выжимания (сомы)!
01.004.02	2	Испей сомы, о пьющий сому!
01.004.02	3	Ведь опьянение богатого сулит дарение коров.
01.004.03	1	Тогда мы хотим сподобиться
01.004.03	2	Твоих высших милостей.
01.004.03	3	Не прогляди нас! Приди!
01.004.04	1	Пойди спроси мудреца
01.004.04	2	О быстром, неодолимом Индре,
01.004.04	3	Который для тебя – лучший из друзей.
01.004.05	1	И пусть хулители наши говорят:
01.004.05	2	А другого-то вы лишились,
01.004.05	3	G QU	Оказывая почтение только Индре.
01.004.06	1	(И) чужой, и (наши) люди, о удивительный,
01.004.06	2	Пусть назовут нас счастливыми:
01.004.06	3	Только у Индры мы хотели бы быть под защитой!
01.004.07	1	Подай этого быстрого (сому) быстрому Индре,
01.004.07	2	(Его) украшающего жертву, опьяняющего мужей,
01.004.07	3	Летящего (к другу), радующего друга!
01.004.08	1	Испив его, о стосильный,
01.004.08	2	Ты стал убийцей врагов.
01.004.08	3	Только ты помог (в битвах) за награды рвущемуся к награде.
01.004.09	1	Тебя, рвущегося к награде (в битвах) за награды
01.004.09	2	Мы подгоняем к награде, о стосильный,
01.004.09	3	К захвату богатств, о Индра.
01.004.10	1	Кто великий поток богатства,
01.004.10	2	(Кто) друг, переправляющий на другой берег выжимающего (сому).
01.004.10	3	Этому Индре пойте (славу)!
01.005.01	1	Придите же! Сядьте!
01.005.01	2	Индру воспойте,
01.005.01	3	Возносящие хвалу друзья!
01.005.02	1	Первого из многих,
01.005.02	2	Владыку самых достойных благ,
01.005.02	3	Индру – при выжатом соме!
01.005.03	1	Да поменяет он нам в походе,
01.005.03	2	В богатстве, в изобилии!
01.005.03	3	Да приидет он к нам с наградами!
01.005.04	1	Чью пару буланых коней не удержать
01.005.04	2	Врагам при столкновении в битвах.
01.005.04	3	Этому Индре пропойте (славу)!
01.005.05	1	К пьющему сому эти выжатые
01.005.05	2	Чистые и смешанные с кислым молоком соки сомы
01.005.05	3	Текут, приглашая (выпить их).
01.005.06	1	Ты родился, выросши сразу,
01.005.06	2	Для питья выжатого (сомы),
01.005.06	3	О Индра, для превосходства, о благосклонный.
01.005.07	1	Да вольются в тебя быстрые
01.005.07	2	Соки сомы, о Индра, жаждущий воспевания!
01.005.07	3	Да будут они на благо тебе, мудрому!
01.005.08	1	Тебя усилили прославления,
01.005.08	2	Тебя – хвалебные песни, о стосильный!
01.005.08	3	Да усилят тебя наши восхваления!
01.005.09	1	Да получит Индра, чья помощь не иссякает,
01.005.09	2	Эту награду числом в тысячу,
01.005.09	3	(Он,) в котором все силы мужества!
01.005.10	1	Да не причинят вреда смертные
01.005.10	2	Нашим телам, о Индра, воспевания жаждущий!
01.005.10	3	Отврати смертоносное оружие, о (ты,) в чьей (это) власти!
01.006.01	1	Они запрягают желтоватого (?), пламенного,
01.006.01	2	Бродящего вокруг неподвижных.
01.006.01	3	Светят светила на небе.
01.006.02	1	Они запрягают пару любимых его
01.006.02	2	Буланых коней по обе стороны колесницы (?),
01.006.02	3	Огненно-красных, неустрашимых, мужей возящих.
01.006.03	1	Создавая свет для бессветного,
01.006.03	2	Форму, о люди, для бесформенного,
01.006.03	3	Вместе с зорями ты родился.
01.006.04	1	Тогда же они устроили, что по своей воле
01.006.04	2	Он стал рождаться снова (и снова),
01.006.04	3	И сотворили себе имя, достойное жертвы.
01.006.05	1	С возницами, проламывающими даже твердыни,
01.006.05	2	О Индра, ты отыскал коров,
01.006.05	3	Даже (когда они были спрятаны) в тайнике.
01.006.06	1	Как стремящиеся к богу (возносят) молитву,
01.006.06	2	Воспевания превозносили
01.006.06	3	Отыскивателя богатств, великого, знаменитого.
01.006.07	1	О если б появился ты вместе с Индрой,
01.006.07	2	G QU	Двигаясь вместе с бесстрашным, –
01.006.07	3	G QU	(Вы оба) радостные, с равным блеском.
01.006.08	1	С безупречными, небесными,
01.006.08	2	Желанными для Индры толпами (певцов)
01.006.08	3	Щедрый громко распевает (победную песнь).
01.006.09	1	Приди оттуда, о блуждающий вокруг,
01.006.09	2	Или со светлого пространства неба!
01.006.09	3	К нему устремились вместе (все) голоса.
01.006.10	1	Мы молим Индру о добыче
01.006.10	2	Отсюда ли или с неба,
01.006.10	3	Из земного (ли пространства) или из великого (воздушного).
01.007.01	1	Ведь это Индру громко – певцы,
01.007.01	2	Индру – восхвалениями восхвалители,
01.007.01	3	Индру призвали голоса.
01.007.02	1	Это Индра связан с парой буланых коней.
01.007.02	2	(Пусть) с (нарядит своих коней), запрягаемых словом,
01.007.02	3	Индра-громовержец, золотистый!
01.007.03	1	Индра поднял солнце на небо,
01.007.03	2	Чтоб долго можно было видеть (его).
01.007.03	3	Он расколол скалу с коровами (в ней).
01.007.04	1	О Индра, помоги нам в состязаниях за награду,
01.007.04	2	И (там), где добыча – тысяча,
01.007.04	3	Сильный, с сильными подкреплениями!
01.007.05	1	Индру призываем мы в великой битве,
01.007.05	2	Индру – в малой
01.007.05	3	Как союзника при избиении врагов, (как) громовержца.
01.007.06	1	О бык, тот котелок с едой,
01.007.06	2	О (ты,) дающий сполна, раскрой для нас,
01.007.06	3	(Ты,) не встречающий сопротивления!
01.007.07	1	В каких порывах (вздымаются) высоко
01.007.07	2	Хвалы Индре-громовержцу –
01.007.07	3	Нет у меня недостатка в восхвалении его!
01.007.08	1	Словно могучий бык – стада,
01.007.08	2	С силой гонит он народы,
01.007.08	3	Властный, не встречающий сопротивления.
01.007.09	1	Кто один над людьми,
01.007.09	2	Над богатствами царствует,
01.007.09	3	Индра – над пятью поселениями (племен), –
01.007.10	1	(Этого) Индру для вас мы призываем
01.007.10	2	Отовсюду вокруг, (прочь) от всех племен –
01.007.10	3	Да будет он только наш!
01.008.01	1	О Индра, даруй (нам) в поддержку
01.008.01	2	Богатство, приносящее добычу, победоносное,
01.008.01	3	Всегда одерживающее верх, высшее,
01.008.02	1	С помощью которого при твоей поддержке
01.008.02	2	Мы смогли бы отразить врагов
01.008.02	3	В кулачном бою (и) на коне.
01.008.03	1	О Индра, при твоей поддержке
01.008.03	2	Пусть возьмем мы дубины, как (ты – ) ваджру,
01.008.03	3	(И) победим в борьбе всех соперников!
01.008.04	1	Мы с храбрыми стрелками,
01.008.04	2	О Индра, с тобою – союзником мы
01.008.04	3	Одолеть хотим враждующих (с нами)!
01.008.05	1	Велик Индра. И еще большее
01.008.05	2	Величие да будет (уделом) громовержца!
01.008.05	3	Словно небо шириной, сила (его)!
01.008.06	1	(Те) мужи, что в схватке добывали (награду)
01.008.06	2	Или при достижении потомства,
01.008.06	3	Или же наделенные силой видения, вдохновенные...
01.008.07	1	(То) брюхо, что больше всего пьет сому,
01.008.07	2	Набухает, как океан,
01.008.07	3	(Та) глотка – словно широкие воды...
01.008.08	1	Поистине, милость его
01.008.08	2	Велика (и) обильна (и) приносит коров,
01.008.08	3	(Она) словно спелая ветвь для почитающего (его).
01.008.09	1	Поистине, сильны твои
01.008.09	2	Поддержки, о Индра, для такого, как я;
01.008.09	3	Они сразу бывают (доступны) для почитающего (тебя
01.008.10	1	Поистине, ему желанны
01.008.10	2	Прославление и хвалебная песнь,
01.008.10	3	Которые надо исполнять, чтобы Индра пил сому.
01.009.01	1	О Индра, приди! Опьяняйся напитком
01.009.01	2	Все дни приношения сомы,
01.009.01	3	Великий, превосходящий (всех) силой!
01.009.02	1	Напустите же его на выжатого (сому).
01.009.02	2	(Лейте) пьянящего опьяняющемуся Индре,
01.009.02	3	Действенного – деятельному во всем!
01.009.03	1	Опьяняйся, о прекрасногубый, пьянящими
01.009.03	2	Восхвалениями, о принадлежащий всем народам,
01.009.03	3	На этих выжиманиях (сомы)!
01.009.04	1	Выпущены, о Индра, к тебе хвалебные песни.
01.009.04	2	Они бросились к тебе навстречу,
01.009.04	3	Ненасытные – к супругу-быку.
01.009.05	1	Подгони к нам прекрасный
01.009.05	2	Желанный дар, о Индра!
01.009.05	3	Пусть будет он обильным, богатым!
01.009.06	1	(И) нас тут подгони хорошенько,
01.009.06	2	К богатству, о Индра, нетерпеливых,
01.009.06	3	О ты мощью сверкающий, (нас,) достойных почета.
01.009.07	1	Создай нам, о Индра, славу (многих) коров
01.009.07	2	(И) наград, широкую, высокую,
01.009.07	3	На всю жизнь, нерушимую!
01.009.08	1	Воздвигни нам славу высокую,
01.009.08	2	Блеск, добывающий тысячи,
01.009.08	3	О Индра, тех подкреплений полные колесницы!
01.009.09	1	Воспевая хвалебными песнями достойного гимнов
01.009.09	2	Повелителя благ Индру,
01.009.09	3	Приходящего на зов, чтобы помочь...
01.009.10	1	Радующемуся при каждом выжимании сомы
01.009.10	2	Индре высокому, благородный человек
01.009.10	3	Высоко возносит громкую песнь.
01.010.01	1	Воспевают тебя воспеватели,
01.010.01	2	Восхваляют хвалой восхвалители.
01.010.01	3	Брахманы тебя, о стосильный,
01.010.01	4	Подняли, словно балку (под крышу).
01.010.02	1	Когда он карабкался с вершины на вершину
01.010.02	2	(И) видел, как много надо сделать,
01.010.02	3	Тогда Индра замечает (его) цель.
01.010.02	4	Как баран (вожак) он приходит в движение вместе со стадом.
01.010.03	1	Запрягай же пару пышногривых буланых,
01.010.03	2	Жеребцов с тугой подпругой,
01.010.03	3	И приезжай к нам, о Индра, пьющий сому,
01.010.03	4	Чтобы услышать нашу хвалебную песнь.
01.010.04	1	Приди на восхваления, подхвати песню,
01.010.04	2	Прославь, прореви,
01.010.04	3	И вместе с нами, о Васу,
01.010.04	4	Укрепи, о Индра, молитву и жертву!
01.010.05	1	Надо исполнить хвалебную песнь для Индры
01.010.05	2	Как подкрепление для многомилостивого,
01.010.05	3	Чтобы могучий наслаждался
01.010.05	4	Выжатым (сомой) и нашим обществом.
01.010.06	1	Только к нему мы обращаемся за дружбой,
01.010.06	2	К нему – за 6огатством, к нему – за героической силой –
01.010.06	3	И он, могучий, должен постараться для нас,
01.010.06	4	Индра, наделяющий добром.
01.010.07	1	(Загон с коровами,) легко открываемый, легко опустошаемый, –
01.010.07	2	О Индра, (это) отличие, даваемое только тобой!
01.010.07	3	Открой загон с коровами!
01.010.07	4	Соверши благодеяние, о хозяин давильных камней!
01.010.08	1	Ведь даже оба мира с тобой,
01.010.08	2	Разбушевавшимся, не сладят.
01.010.08	3	Завоюй небесные воды!
01.010.08	4	(Ветром) сдуй нам коров!
01.010.09	1	О чуткий, услышь призыв!
01.010.09	2	Восприми же мои воспевания!
01.010.09	3	О Индра, это мое восхваление
01.010.09	4	Сделай ближе себе, чем товарища!
01.010.10	1	Ведь мы знаем тебя как самого ярого быка,
01.010.10	2	Слышащего призыв на состязаниях.
01.010.10	3	Мы призываем приносящую тысячи
01.010.10	4	Поддержку самого ярого быка.
01.010.11	1	Пей же, Индра, любезный роду Кушика,
01.010.11	2	Радуясь нашему выжатому (соме)!
01.010.11	3	Продли (нам) побольше новый срок жизни!
01.010.11	4	Сделай риши завоевывающим тысячи!
01.010.12	1	Да охватят тебя со всех сторон
01.010.12	2	Эти воспевания, о жаждущий воспевания!
01.010.12	3	Да будут они (ему), крепкому жизненной силой, как подкрепления!
01.010.12	4	Да порадуют радостями!
01.011.01	1	Все хвалебные песни подкрепили
01.011.01	2	Индру, вмещающего в себя (целое) море,
01.011.01	3	Лучшего из возниц,
01.011.01	4	Господина наград, господина (всего) сущего.
01.011.02	1	В дружбе с тобой, о Индра, награждающий,
01.011.02	2	Нам, о повелитель силы, (нечего) бояться.
01.011.02	3	Мы ликуем навстречу тебе,
01.011.02	4	Победителю, непобежденному.
01.011.03	1	Много у Индры даров,
01.011.03	2	Не иссякают (его) милости,
01.011.03	3	Если из награды (стада) коров,
01.011.03	4	Он дарит певцам щедрый дар.
01.011.04	1	Проламывающий крепости, юный поэт,
01.011.04	2	Он родился с непомерной силой,
01.011.04	3	Индра, поддерживающий любое (наше) дело,
01.011.04	4	Многопрославленный громовержец.
01.011.05	1	Ты у Валы, обладателя коров,
01.011.05	2	Раскрыл пещеру, о метатель камней.
01.011.05	3	Тебя поддержали боги,
01.011.05	4	(Тобой) бесстрашным вдохновляемые.
01.011.06	1	С твоими дарами, о герой,
01.011.06	2	Я вернулся (домой), объявляя (их) реке.
01.011.06	3	Они были при этом, о жаждущий восхвалений, –
01.011.06	4	Певцы знают это о тебе.
01.011.07	1	Колдовскими чарами, о Индра, колдовского
01.011.07	2	Шушну ты поверг ниц.
01.011.07	3	Мудрые знают это о тебе.
01.011.07	4	Возвысь их славу!
01.011.08	1	Восхваления призвали Индру,
01.011.08	2	Властвующего благодаря (своей) силе,
01.011.08	3	(Индру), чьи дары – тысяча
01.011.08	4	Или даже еще больше.
01.012.01	1	Агни мы выбираем вестником,
01.012.01	2	Хотаром этой жертвы,
01.012.01	3	Всезнающего, очень умного.
01.012.02	1	Агни и Агни призывами
01.012.02	2	Постоянно призывают они, господина племен,
01.012.02	3	Отвозящего жертву, приятного многим.
01.012.03	1	О Агни, привези сюда богов –
01.012.03	2	(Едва) родившись – к разложившему жертвенную солому!
01.012.03	3	Ты хотар, почитаемый у нас.
01.012.04	1	Пробуди тех жаждущих (богов),
01.012.04	2	Когда, о Агни, ты идешь вестником!
01.012.04	3	С богами сядь на жертвенную солому!
01.012.05	1	О жиром поливаемый, светящийся,
01.012.05	2	Сожги до тла ты тех, кто вредит,
01.012.05	3	О Агни, (и) обладает силой ракшасов!
01.012.06	1	Агни зажигается с помощью Агни,
01.012.06	2	Поэт, хозяин дома, юноша,
01.012.06	3	Увозящий жертву, чей рот – языки (пламени).
01.012.07	1	Славь поэта Агни,
01.012.07	2	Чьи законы непреложны во время обряда,
01.012.07	3	Бога, прогоняющего болезни!
01.012.08	1	(Если) какой-нибудь устроитель жертвы тебя, о Агни
01.012.08	2	Как вестника, о бог, почитает,
01.012.08	3	Стань его покровителем!
01.012.09	1	(Если) кто с жертвенным возлиянием
01.012.09	2	Захочет привлечь к себе Агни для приглашения богов
01.012.09	3	Будь милостив к нему, о чистый!
01.012.10	1	К нам, о чистый, светящийся
01.012.10	2	Агни, сюда привези богов
01.012.10	3	На жертвоприношение и на наше возлияние!
01.012.11	1	Прославляемый новым песнопением,
01.012.11	2	Привези нам богатство –
01.012.11	3	Подкрепление из сыновей!
01.012.12	1	О Агни, со светлым пламенем
01.012.12	2	Со всеми призывами богов
01.012.12	3	Насладись (и) этим нашим восхвалением!
01.013.01	1	Прекраснозажженный привези нам
01.013.01	2	Богов, о Агни, к жертвователю
01.013.01	3	И принеси жертву, о чистый хотар!
01.013.02	1	(Сделай) сладкой, о Танунапат
01.013.02	2	Нашу жертву у богов, о мудрый!
01.013.02	3	Сделай, чтоб сегодня (ею) насладились!
01.013.03	1	Нарашансу приятного сюда,
01.013.03	2	На эту жертву, я приглашаю,
01.013.03	3	Приготовителя жертвы, с медовым языком.
01.013.04	1	О Агни, на быстроходнейшей колеснице,
01.013.04	2	Призванный, привези богов.
01.013.04	3	Ты – хотар, поставленный Манусом.
01.013.05	1	Расстелите в правильном порядке жертвенную солому,
01.013.05	2	Жирноспинную, о умелые,
01.013.05	3	Где возникает мир бессмертных!
01.013.06	1	Пусть раскроются умножающие космический закон
01.013.06	2	Божественные врата, неиссякающие, –
01.013.06	3	Ныне и впредь – для жертвоприношения!
01.013.07	1	Ночь и Ушас, прекрасно убранных,
01.013.07	2	Я приглашаю на это жертвоприношение,
01.013.07	3	Чтоб они сели на нашу жертвенную солому.
01.013.08	1	Их, Прекрасноязычных, я приглашаю –
01.013.08	2	Двух божественных хотаров, поэтов.
01.013.08	3	Пусть принесут эту жертву для нас!
01.013.09	1	Ида, Сарасвати, Махи –
01.013.09	2	Три богини, приносящие радость,
01.013.09	3	Пусть сядут на жертвенную солому, не ошибающиеся!
01.013.10	1	Тваштара, имеющего все формы,
01.013.10	2	Я приглашаю сюда первым.
01.013.10	3	Пусть будет он только наш!
01.013.11	1	О божественное дерево,
01.013.11	2	Отпусти к богам жертвенное возлияние!
01.013.11	3	Пусть вид дарителя бросится в глаза!
01.013.12	1	(С возгласом) "Свага!" совершите жертвоприношение
01.013.12	2	Для Индры в доме у жертвователя.
01.013.12	3	Туда я приглашаю богов.
01.014.01	1	Приди, о Агни, для почетного дара (и) песен
01.014.01	2	С этими Всеми-Богами на питье сомы
01.014.01	3	И принеси жертву!
01.014.02	1	Тебя призвали Канвы.
01.014.02	2	Они поют, о вдохновенный, твои молитвы.
01.014.02	3	Приди, о Агни, с богами!
01.014.03	1	Индру-Ваю, Брихаспати,
01.014.03	2	Митру (Варуну), Агни, Пушана, Бхагу,
01.014.03	3	Адитьев, толпу Марутов (приведи сюда!)
01.014.04	1	Приносятся вам соки сомы,
01.014.04	2	Пьянящие, опьяняющие,
01.014.04	3	Капли меда, осевшие в сосудах.
01.014.05	1	Призывают тебя ищущие поддержки
01.014.05	2	Канвы, разложившие жертвенную солому,
01.014.05	3	Совершающие возлияния, приготовившие (жертву).
01.014.06	1	Жирноспинные, запрягаемые мыслью
01.014.06	2	Кони, что возят тебя,
01.014.06	3	(Пусть) при (везут) богов для питья сомы!
01.014.07	1	Этим достойным жертвы, умножающим космический закон,
01.014.07	2	О Агни, дай в спутницы жен,
01.014.07	3	Напои (их) о прекрасноязыкий, медом!
01.014.08	1	Кто достоин жертв, кого призываем,
01.014.08	2	Все они (твоим) языком пусть напьются
01.014.08	3	Меду, о Агни, под возглас Вашат!
01.014.09	1	Из светлого пространства солнца
01.014.09	2	Всех рано пробуждающихся богов
01.014.09	3	Пусть привезет сюда вдохновенный хотар!
01.014.10	1	Со всеми (богами) мед сомы
01.014.10	2	О Агни, с Индрой, с Ваю,
01.014.10	3	Пей по установлениям Митры!
01.014.11	1	Ты как хотар, поставленный Манусом,
01.014.11	2	О Агни, сидишь на жертвоприношениях.
01.014.11	3	Почти этот наш обряд!
01.014.12	1	Запрягай же в колесницу рыжих,
01.014.12	2	Буланых, о бог, красных кобылиц!
01.014.12	3	Привози сюда на них богов!
01.015.01	1	О Индра, пей сому в урочное время!
01.015.01	2	Пусть войдут в тебя капли (сомы),
01.015.01	3	Пьянящие, к этому привычные!
01.015.02	1	О Маруты, пейте в урочное время
01.015.02	2	Из чаши потара! Очистите жертву!
01.015.02	3	Ведь вы – очень щедрые!
01.015.03	1	Воспевай нашу жертву!
01.015.03	2	О владыка божественных жен, нештар, пей в урочное время!
01.015.03	3	Ты ведь даритель сокровищ!
01.015.04	1	О Агни, привези сюда богов!
01.015.04	2	Посади (их) в трех местах!
01.015.04	3	Охвати (алтарь)! Пей в урочное время!
01.015.05	1	Из брахманского подношения, о Индра,
01.015.05	2	Пей сому в урочное время!
01.015.05	3	Ведь твоя дружба нерушима!
01.015.06	1	Вы двое, о Митра-Варуна, чьи заветы крепки,
01.015.06	2	Достигли непреодолимой силы действия
01.015.06	3	(И) жертвы (, получаемой) в урочное время.
01.015.07	1	Даритель богатства (пусть пьет в урочное время)!
01.015.07	2	С давильными камнями в руках во время обряда
01.015.07	3	Они призывают бога на жертвоприношения.
01.015.08	1	Даритель богатства пусть дарует нам
01.015.08	2	Блага, которые славятся!
01.015.08	3	Их мы добиваемся для себя у богов.
01.015.09	1	Даритель богатства хочет пить.
01.015.09	2	Приносите жертву (и) выходите вперед.
01.015.09	3	Из чаши нештара выливайте (сому) в урочное время
01.015.10	1	Когда тебя в четвертый раз почитают
01.015.10	2	В положенное время, о даритель богатства,
01.015.10	3	Стань тут же нашим дарителем!
01.015.11	1	О Ашвины, пейте мед,
01.015.11	2	(Вы,) кому светит огонь, чистые обетом,
01.015.11	3	Принимающие почитание в урочное время!
01.015.12	1	Как огонь домохозяина, о истинный,
01.015.12	2	Ты бываешь предводителем жертвоприношения в урочное время.
01.015.12	3	Принеси жертву богам для почитателя богов!
01.016.01	1	Пусть привезут тебя буланые кони,
01.016.01	2	Быка – для питья сомы,
01.016.01	3	О Индра, тебя – светлые, как солнце!
01.016.02	1	К этим ячменным зернам, смоченным жиром,
01.016.02	2	Сюда, пусть привезет Индру
01.016.02	3	Пара буланых коней на самой быстроходной колеснице
01.016.03	1	Индру мы призываем поутру,
01.016.03	2	Индру – в ходе обряда,
01.016.03	3	Индру – на питье сомы.
01.016.04	1	Примчись же к нашему выжатому (соме),
01.016.04	2	О Индра, на пышногривых буланых конях –
01.016.04	3	Ведь мы приглашаем тебя к выжатому (соме)!
01.016.05	1	Приди на это наше восхваление,
01.016.05	2	На этот праздник выжатого (сомы)!
01.016.05	3	Пей, как бык, мучимый жаждой!
01.016.06	1	Эти соки сомы, выжатые
01.016.06	2	Капли – на жертвенной соломе.
01.016.06	3	Пей их, Индра, для силы!
01.016.07	1	Это замечательное восхваление
01.016.07	2	Пусть коснется твоего сердца, самое благодатное!
01.016.07	3	Так пей же выжатого сому!
01.016.08	1	На каждый праздник выжатого сомы
01.016.08	2	Индра идет для опьянения,
01.016.08	3	Убийца Вритры – для питья сомы.
01.016.09	1	Исполни ты это наше желание –
01.016.09	2	Дай коров, коней, о стосильный!
01.016.09	3	Мы хотим прославить тебя прекрасной молитвой.
01.017.01	1	У Индры-Варуны, двух вседержителей,
01.017.01	2	Я испрашиваю помощь.
01.017.01	3	Да будут они милосердны к таким, как мы!
01.017.02	1	Ведь вы приходите на помощь
01.017.02	2	По зову вдохновенного, как я,
01.017.02	3	Вы, поддерживатели народов.
01.017.03	1	Наслаждайтесь вволю,
01.017.03	2	О Индра-Варуна, чтобы (дать потом) богатство!
01.017.03	3	Об этом мы вас больше всего просим.
01.017.04	1	К вашим силам,
01.017.04	2	К вашим милостям
01.017.04	3	Мы хотели бы приобщаться – ведь вы дарите награды!
01.017.05	1	Индра из (богов), дающих тысячу,
01.017.05	2	Варуна из (богов,) достойных прославления,
01.017.05	3	Воплощают силу духа, которая должна быть воспета.
01.017.06	1	Это с их помощью
01.017.06	2	Мы хотим добыть и отложить,
01.017.06	3	(И) пусть будет еще остаток!
01.017.07	1	О Индра-Варуна, вас двоих я
01.017.07	2	Призываю для замечательного дарения.
01.017.07	3	Сделайте нас прекрасно победившими!
01.017.08	1	О Индра-Варуна, в тот самый миг,
01.017.08	2	Когда молитвы стремятся покорить вас,
01.017.08	3	Даруйте нам защиту.
01.017.09	1	Пусть достигнет вас прекрасное восхваление,
01.017.09	2	О Индра-Варуна, с которым я взываю,
01.017.09	3	Общее восхваление, которое вы сделаете успешным!
01.018.01	1	Выжимателя сомы, громкозвучного,
01.018.01	2	О Брахманаспати, сделай
01.018.01	3	Какшивантом, что сын Ушидж.
01.018.02	1	(Тот,) кто богат, кто изгоняет болезни,
01.018.02	2	Находит добро, умножает процветание,
01.018.02	3	Пусть будет он с нами, (тот,) кто силен!
01.018.03	1	Да не постигнет нас
01.018.03	2	Проклятие скупого, коварство смертного!
01.018.03	3	Защити нас (от этого), о Брахманаспати!
01.018.04	1	Тот муж не гибнет,
01.018.04	2	Кого Индра, Брахманаспати,
01.018.04	3	Сома поощряют – (его,) смертного.
01.018.05	1	Ты, о Брахманаспати,
01.018.05	2	Сома и Индра, Дакшина,
01.018.05	3	Спасите этого смертного от беды!
01.018.06	1	К Господину сиденья удивительному,
01.018.06	2	К милому (другу) Индры, достойному любви,
01.018.06	3	Я обратился ради достижения мудрости.
01.018.07	1	Без кого не ладится
01.018.07	2	Жертвоприношение даже у вдохновенного,
